Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
1,0,1,1,0,0,Chest Flies (DB or Cable);Tricep Extension;Barbell Bench Incline Press;Spider Curl;Dumbbell Curl;Machine Chest Press,5
1,1,1,1,0,0,Low Bar Squat;Dumbbell Flat Press;Overhead Tricep Extensions;Tricep Extension;Hamstring Curls;Machine Curl,6
1,1,0,1,0,0,Lunges;Shoulder Barbell Press;Bulgarian Split Squats;Dumbbell Curl;Machine Curl;Leg Press,6
1,1,0,0,1,0,Box Squat;Barbell Row;Squat;High Bar Squat;Lat Pull Overs;Cable Row,5
0,0,0,1,1,1,Tricep Extension;Upright Row;Russian Twist;Barbell Row;Dumbbell Row;Plank,11
0,1,0,1,0,0,Romanian Deadlift;Shoulder Dumbbell Press;Cable Curl;Single Arm Tricep Extensions;Hip Adductors;Machine Curl,8
1,0,0,0,1,0,Deadlift;Upright Row;Lat Pull Downs;Sumo Deadlift;Dumbbell Row;Barbell Row,6
1,0,1,0,1,0,Barbell Bench Incline Press;Rear Delt Flies;Upright Row;Dumbbell Row;Machine Chest Press;Barbell Row,4
0,0,0,0,1,1,Lat Pull Overs;Push-Ups;Plank;Standing Overhead Press;Hip Thrust;Pull-Ups,13
1,0,1,0,0,0,Cable Chest Press;Barbell Bench Incline Press;Pec Deck;Chest Flies (DB or Cable);Dumbbell Incline Press;Machine Chest Press,5
0,1,1,0,1,1,Low Bar Squat;Dumbbell Incline Press;Deadlift;Standing Overhead Press;Sumo Deadlift;Box Squat,9
1,1,1,0,1,0,Hip Abductors;Pec Deck;Deadlift;Rear Delt Flies;Lunges;Dumbbell Incline Press,4
0,1,1,0,0,0,Hip Abductors;Dumbbell Flat Press;Low Bar Squat;Pec Deck;Cable Chest Press;Bench Press,13
0,1,0,0,0,1,Box Squat;Standing Overhead Press;Romanian Deadlift;Pull-Ups;Squat;Low Bar Squat,11
1,1,1,0,0,1,Leg Press;Dumbbell Flat Press;Pull-Ups;Standing Overhead Press;Chest Flies (DB or Cable);High Bar Squat,5
1,0,1,1,0,1,Barbell Bench Press;Spider Curl;Pull-Ups;Machine Chest Press;Dumbbell Incline Press;Cable Chest Press,6
1,0,1,0,1,0,Machine Chest Press;Dumbbell Row;Barbell Bench Press;Deadlift;Barbell Row;Sumo Deadlift,4
1,1,0,0,0,1,Leg Extensions;Weighted Dips;Squat;Russian Twist;Hip Abductors;High Bar Squat,5
1,1,1,1,1,0,Hip Adductors;Barbell Bench Press;Tricep Pushdowns;Lat Pull Downs;Romanian Deadlift;T-Bar Row,5
1,1,0,0,0,1,High Bar Squat;Plank;Calf Raise;Russian Twist;Lunges;Hip Thrust,6
1,0,1,1,0,0,Chest Flies (DB or Cable);Tricep Pushdowns;Machine Chest Press;Dumbbell Curl;Hammer Curl;Bench Press,5
1,1,1,1,1,1,Hip Adductors;Dumbbell Incline Press;Tricep Extension;Dumbbell Row;Push-Ups;Bench Press,6
1,0,0,1,1,0,Shoulder Barbell Press;Deadlift;Barbell Curl;Barbell Row;Lat Raises;Overhead Tricep Press,5
1,1,0,1,0,1,Leg Extensions;Spider Curl;Weighted Dips;Lunges;Overhead Tricep Press;Bulgarian Split Squats,4
0,1,1,0,1,1,Hip Adductors;Dumbbell Flat Press;Rear Delt Flies;Standing Overhead Press;Pec Deck;Bulgarian Split Squats,11
0,1,0,0,1,0,Low Bar Squat;Dumbbell Row;Upright Row;Box Squat;Deadlift;Calf Raise,11
0,0,0,0,0,1,Hip Thrust;Push-Ups;Pull-Ups;Weighted Dips;Plank;Russian Twist,10
0,0,1,0,0,1,Cable Chest Press;Pull-Ups;Chest Flies (DB or Cable);Dumbbell Flat Press;Plank;Pec Deck,10
1,1,1,0,1,1,Lunges;Pec Deck;Barbell Row;Push-Ups;Leg Press;Lat Pull Overs,4
1,0,1,1,0,0,Barbell Bench Press;Cable Curl;Dumbbell Flat Press;Shoulder Dumbbell Press;Tricep Pushdowns;Lat Raises,4
1,1,1,1,1,0,Hip Abductors;Machine Chest Press;Overhead Tricep Extensions;Deadlift;Barbell Row;Dumbbell Flat Press,5
0,1,0,0,1,0,Pin Press Squat;Upright Row;Lunges;Lat Pull Downs;Hip Adductors;Cable Row,12
0,1,1,0,1,0,Bulgarian Split Squats;Machine Chest Press;Lat Pull Overs;Cable Chest Press;Pec Deck;Chest Flies (DB or Cable),8
1,1,0,1,1,0,Leg Extensions;Spider Curl;Barbell Row;Rear Delt Flies;Leg Press;Dumbbell Row,4
0,0,0,1,1,0,Tricep Pushdowns;Sumo Deadlift;Upright Row;Rear Delt Flies;Lat Pull Overs;Deadlift,11
0,0,1,1,1,1,Barbell Bench Press;Lat Raises;Barbell Row;Plank;Tricep Pushdowns;Machine Chest Press,14
0,1,1,1,1,0,Lunges;Machine Chest Press;Spider Curl;Deadlift;Machine Curl;Dumbbell Row,8
1,1,1,1,1,0,Leg Extensions;Barbell Bench Incline Press;Tricep Pushdowns;T-Bar Row;Cable Row;Skull Crushers,5
1,0,1,1,0,1,Cable Chest Press;Tricep Pushdowns;Push-Ups;Russian Twist;Plank;Barbell Curl,4
0,0,0,1,1,0,Dumbbell Curl;Lat Pull Overs;Dumbbell Row;Barbell Row;Overhead Tricep Extensions;Tricep Pushdowns,12
1,1,0,0,0,0,Squat;Romanian Deadlift;Box Squat;Hamstring Curls;Bulgarian Split Squats;Low Bar Squat,5
1,0,0,0,1,1,T-Bar Row;Weighted Dips;Dumbbell Row;Pull-Ups;Hip Thrust;Cable Row,4
0,1,0,1,0,0,Bulgarian Split Squats;Overhead Tricep Extensions;Tricep Pushdowns;Dumbbell Curl;Romanian Deadlift;Leg Extensions,8
0,0,1,1,0,0,Barbell Bench Press;Shoulder Machine Press;Cable Chest Press;Chest Flies (DB or Cable);Bench Press;Spider Curl,11
1,0,1,0,1,0,Dumbbell Incline Press;Dumbbell Row;Sumo Deadlift;Bench Press;Rear Delt Flies;Barbell Bench Press,6
0,1,0,0,1,1,Leg Press;Lat Pull Overs;Hip Thrust;Upright Row;Standing Overhead Press;Bulgarian Split Squats,9
0,0,0,0,0,1,Push-Ups;Plank;Weighted Dips;Hip Thrust;Pull-Ups;Russian Twist,8
0,1,1,1,1,0,Bulgarian Split Squats;Dumbbell Flat Press;Hammer Curl;Deadlift;Lunges;Rear Delt Flies,14
1,0,1,0,0,0,Bench Press;Dumbbell Incline Press;Chest Flies (DB or Cable);Cable Chest Press;Pec Deck;Barbell Bench Incline Press,6
0,0,1,1,0,1,Machine Chest Press;Overhead Tricep Press;Push-Ups;Dumbbell Flat Press;Chest Flies (DB or Cable);Cable Chest Press,13
1,0,0,0,1,0,Rear Delt Flies;Upright Row;Lat Pull Overs;Dumbbell Row;Deadlift;Barbell Row,4
1,1,0,1,0,0,Bulgarian Split Squats;Spider Curl;Tricep Pushdowns;Lunges;Leg Press;Overhead Tricep Extensions,6
0,1,0,1,1,1,Bulgarian Split Squats;Skull Crushers;Deadlift;Hip Thrust;Tricep Pushdowns;Lat Raises,12
1,0,1,1,1,0,Dumbbell Incline Press;Front Raises;Upright Row;Shoulder Dumbbell Press;Dumbbell Curl;Spider Curl,4
1,0,0,0,1,0,Sumo Deadlift;Deadlift;Upright Row;Rear Delt Flies;Dumbbell Row;Barbell Row,5
0,0,1,0,0,0,Bench Press;Pec Deck;Dumbbell Flat Press;Barbell Bench Incline Press;Dumbbell Incline Press;Machine Chest Press,14
0,1,0,1,0,1,Romanian Deadlift;Spider Curl;Standing Overhead Press;Russian Twist;Hip Abductors;Bulgarian Split Squats,9
1,0,0,0,1,0,T-Bar Row;Dumbbell Row;Lat Pull Overs;Lat Pull Downs;Rear Delt Flies;Barbell Row,4
0,1,1,0,1,0,Squat;Machine Chest Press;Lat Pull Overs;Rear Delt Flies;Barbell Row;Cable Chest Press,9
1,0,0,0,0,1,Weighted Dips;Push-Ups;Standing Overhead Press;Plank;Pull-Ups;Russian Twist,5
1,0,0,0,1,1,Upright Row;Plank;Standing Overhead Press;T-Bar Row;Dumbbell Row;Pull-Ups,6
1,1,0,1,0,1,Low Bar Squat;Tricep Pushdowns;Plank;Hip Thrust;Leg Extensions;Lunges,5
1,0,0,1,0,0,Lat Raises;Hammer Curl;Shoulder Machine Press;Machine Curl;Cable Curl;Skull Crushers,5
0,1,1,0,0,1,Leg Extensions;Pec Deck;Pull-Ups;Romanian Deadlift;Plank;Hip Adductors,13
1,0,1,0,0,1,Pec Deck;Pull-Ups;Bench Press;Push-Ups;Hip Thrust;Machine Chest Press,5
1,0,1,1,1,1,Barbell Bench Press;Cable Curl;Lat Pull Downs;Russian Twist;Skull Crushers;Shoulder Machine Press,4
0,1,0,1,1,0,Box Squat;Lat Raises;T-Bar Row;Hamstring Curls;Deadlift;Dumbbell Row,14
0,0,0,1,0,0,Shoulder Barbell Press;Lat Raises;Shoulder Machine Press;Barbell Curl;Shoulder Dumbbell Press;Overhead Tricep Extensions,10
1,1,0,0,1,1,Bulgarian Split Squats;Sumo Deadlift;Russian Twist;Leg Extensions;Plank;Hip Thrust,6
1,0,1,1,0,0,Dumbbell Incline Press;Overhead Tricep Press;Bench Press;Cable Chest Press;Shoulder Barbell Press;Barbell Bench Press,5
1,0,0,1,1,0,Spider Curl;Upright Row;Cable Curl;Lat Pull Downs;Hammer Curl;Lat Raises,4
1,1,1,1,0,1,Leg Press;Cable Chest Press;Hammer Curl;Standing Overhead Press;Overhead Tricep Extensions;Barbell Curl,6
1,0,0,1,0,1,Shoulder Machine Press;Standing Overhead Press;Plank;Skull Crushers;Weighted Dips;Push-Ups,5
0,1,0,0,1,1,Leg Press;Lat Pull Downs;Hip Thrust;Dumbbell Row;Pull-Ups;Barbell Row,14
0,0,0,0,0,1,Push-Ups;Pull-Ups;Russian Twist;Plank;Weighted Dips;Hip Thrust,9
1,0,0,0,1,0,Lat Pull Overs;Upright Row;Deadlift;Rear Delt Flies;T-Bar Row;Barbell Row,4
1,1,1,1,0,1,Calf Raise;Barbell Bench Press;Tricep Extension;Weighted Dips;Lat Raises;Shoulder Dumbbell Press,6
0,1,1,1,1,1,Calf Raise;Cable Chest Press;Shoulder Machine Press;Cable Row;Standing Overhead Press;Single Arm Tricep Extensions,12
0,0,0,1,0,1,Shoulder Machine Press;Push-Ups;Hammer Curl;Spider Curl;Single Arm Tricep Extensions;Tricep Pushdowns,13
0,1,1,0,0,0,Hip Abductors;Barbell Bench Incline Press;Romanian Deadlift;Machine Chest Press;Low Bar Squat;Box Squat,14
1,1,1,1,1,0,Leg Extensions;Machine Chest Press;Cable Curl;Cable Row;Skull Crushers;Lat Raises,5
0,0,1,0,1,0,Chest Flies (DB or Cable);Deadlift;Pec Deck;Lat Pull Downs;Machine Chest Press;Cable Chest Press,10
0,0,0,1,1,1,Tricep Pushdowns;Rear Delt Flies;Standing Overhead Press;Upright Row;Overhead Tricep Extensions;Weighted Dips,8
1,1,0,0,1,0,Calf Raise;Sumo Deadlift;Leg Extensions;High Bar Squat;Lat Pull Downs;Cable Row,4
0,0,1,1,1,1,Barbell Bench Press;Spider Curl;Cable Row;Standing Overhead Press;Chest Flies (DB or Cable);Rear Delt Flies,9
0,1,1,1,1,1,Squat;Dumbbell Flat Press;Cable Curl;Upright Row;Plank;Hip Thrust,11
0,1,1,0,1,0,Pin Press Squat;Dumbbell Flat Press;Dumbbell Row;Squat;Sumo Deadlift;Dumbbell Incline Press,13
0,0,0,0,1,0,Barbell Row;Upright Row;Deadlift;Lat Pull Downs;Rear Delt Flies;T-Bar Row,12
0,1,1,1,0,1,Calf Raise;Dumbbell Incline Press;Shoulder Barbell Press;Hip Thrust;Machine Chest Press;Russian Twist,13
1,1,1,1,1,1,Low Bar Squat;Bench Press;Shoulder Barbell Press;Deadlift;Standing Overhead Press;Dumbbell Incline Press,5
0,1,0,1,1,1,Bulgarian Split Squats;Single Arm Tricep Extensions;Deadlift;Plank;Hip Adductors;Leg Press,14
1,0,1,0,0,0,Cable Chest Press;Dumbbell Flat Press;Dumbbell Incline Press;Barbell Bench Press;Barbell Bench Incline Press;Bench Press,4
1,0,0,1,0,0,Shoulder Machine Press;Dumbbell Curl;Overhead Tricep Press;Tricep Pushdowns;Overhead Tricep Extensions;Hammer Curl,5
0,0,0,0,0,1,Hip Thrust;Push-Ups;Russian Twist;Pull-Ups;Weighted Dips;Plank,10
1,1,1,1,0,1,Romanian Deadlift;Barbell Bench Incline Press;Front Raises;Plank;Dumbbell Flat Press;Cable Chest Press,6
1,0,1,0,0,0,Pec Deck;Barbell Bench Incline Press;Chest Flies (DB or Cable);Dumbbell Flat Press;Machine Chest Press;Bench Press,5
1,0,0,0,1,1,Lat Pull Downs;Hip Thrust;Upright Row;Weighted Dips;Push-Ups;Plank,6
1,1,0,1,1,1,Pin Press Squat;Cable Curl;Sumo Deadlift;Standing Overhead Press;Deadlift;Rear Delt Flies,4
1,1,1,0,0,1,High Bar Squat;Chest Flies (DB or Cable);Push-Ups;Weighted Dips;Leg Press;Plank,5
1,1,1,0,1,1,Romanian Deadlift;Barbell Bench Press;Dumbbell Row;Pull-Ups;Push-Ups;Barbell Row,4
1,1,1,0,1,0,Calf Raise;Pec Deck;Deadlift;Lat Pull Overs;T-Bar Row;Rear Delt Flies,6
0,1,1,1,1,1,Romanian Deadlift;Chest Flies (DB or Cable);Front Raises;T-Bar Row;Russian Twist;Barbell Bench Incline Press,13
1,0,1,0,0,1,Machine Chest Press;Plank;Dumbbell Flat Press;Pull-Ups;Hip Thrust;Weighted Dips,6
0,1,1,0,0,1,High Bar Squat;Machine Chest Press;Push-Ups;Barbell Bench Press;Pull-Ups;Lunges,10
0,0,0,1,0,1,Hammer Curl;Push-Ups;Standing Overhead Press;Tricep Extension;Weighted Dips;Shoulder Dumbbell Press,8
0,0,0,0,1,1,Lat Pull Downs;Weighted Dips;Pull-Ups;Sumo Deadlift;Dumbbell Row;Push-Ups,10
1,1,1,1,1,0,Romanian Deadlift;Pec Deck;Tricep Extension;Sumo Deadlift;Bench Press;Overhead Tricep Extensions,5
0,1,1,0,0,0,High Bar Squat;Cable Chest Press;Pec Deck;Dumbbell Incline Press;Leg Press;Barbell Bench Press,10
1,0,0,1,0,0,Overhead Tricep Press;Barbell Curl;Tricep Extension;Shoulder Dumbbell Press;Lat Raises;Cable Curl,4
0,0,0,1,0,0,Overhead Tricep Extensions;Front Raises;Hammer Curl;Dumbbell Curl;Shoulder Barbell Press;Barbell Curl,13
0,1,1,1,1,0,Hamstring Curls;Pec Deck;Lat Raises;Sumo Deadlift;Low Bar Squat;Single Arm Tricep Extensions,8
0,0,0,1,0,0,Skull Crushers;Tricep Extension;Shoulder Machine Press;Overhead Tricep Extensions;Barbell Curl;Hammer Curl,8
0,0,1,0,0,1,Dumbbell Flat Press;Pull-Ups;Bench Press;Dumbbell Incline Press;Plank;Barbell Bench Press,12
1,1,0,1,0,1,Lunges;Tricep Pushdowns;Pull-Ups;Bulgarian Split Squats;Leg Press;Calf Raise,6
0,0,0,0,1,1,Upright Row;Pull-Ups;Push-Ups;Standing Overhead Press;Dumbbell Row;Russian Twist,14
0,1,0,0,1,1,Hamstring Curls;Sumo Deadlift;Pull-Ups;High Bar Squat;Box Squat;Lunges,8
1,1,0,0,0,0,Hip Abductors;Romanian Deadlift;Hip Adductors;Calf Raise;Leg Extensions;Squat,5
1,0,1,0,0,0,Dumbbell Incline Press;Bench Press;Pec Deck;Cable Chest Press;Chest Flies (DB or Cable);Barbell Bench Press,6
0,1,1,1,1,1,Squat;Barbell Bench Incline Press;Shoulder Machine Press;Upright Row;Pull-Ups;Barbell Curl,13
1,1,1,1,0,0,Lunges;Pec Deck;Tricep Extension;Bulgarian Split Squats;Low Bar Squat;Hamstring Curls,4
0,1,1,0,1,0,Romanian Deadlift;Pec Deck;Rear Delt Flies;Dumbbell Incline Press;Deadlift;Dumbbell Row,10
0,1,0,1,1,0,Squat;Shoulder Dumbbell Press;Barbell Row;Bulgarian Split Squats;Overhead Tricep Extensions;Dumbbell Curl,9
1,1,0,0,1,1,Calf Raise;Lat Pull Downs;Push-Ups;Deadlift;Lunges;Standing Overhead Press,5
1,0,1,1,0,1,Cable Chest Press;Spider Curl;Plank;Front Raises;Hip Thrust;Dumbbell Flat Press,6
1,0,1,1,1,0,Machine Chest Press;Skull Crushers;Sumo Deadlift;Bench Press;Barbell Bench Incline Press;Upright Row,6
0,1,1,0,0,0,Box Squat;Bench Press;Lunges;Leg Extensions;Hip Abductors;Hip Adductors,10
0,1,1,1,1,0,Romanian Deadlift;Machine Chest Press;Front Raises;Dumbbell Row;T-Bar Row;Pin Press Squat,8
0,1,0,1,0,0,Leg Extensions;Skull Crushers;Spider Curl;Front Raises;Bulgarian Split Squats;Shoulder Dumbbell Press,11
0,0,0,1,0,1,Single Arm Tricep Extensions;Russian Twist;Front Raises;Lat Raises;Plank;Hip Thrust,11
0,1,0,1,0,1,Hip Adductors;Cable Curl;Hip Thrust;Pull-Ups;Hip Abductors;Pin Press Squat,14
0,1,0,0,0,0,Hip Adductors;Pin Press Squat;Leg Extensions;Romanian Deadlift;High Bar Squat;Low Bar Squat,12
0,1,0,0,1,1,Romanian Deadlift;Lat Pull Overs;Standing Overhead Press;Leg Press;Push-Ups;Upright Row,12
1,1,1,1,0,0,High Bar Squat;Machine Chest Press;Machine Curl;Barbell Curl;Barbell Bench Incline Press;Shoulder Barbell Press,6
1,0,0,0,1,0,Lat Pull Overs;Rear Delt Flies;Deadlift;T-Bar Row;Dumbbell Row;Upright Row,6
1,1,1,1,1,0,Pin Press Squat;Dumbbell Incline Press;Barbell Curl;Dumbbell Row;Sumo Deadlift;Skull Crushers,6
1,1,0,1,0,0,Leg Press;Single Arm Tricep Extensions;Cable Curl;High Bar Squat;Shoulder Barbell Press;Overhead Tricep Extensions,4
1,1,0,1,0,0,Squat;Single Arm Tricep Extensions;Hip Abductors;Skull Crushers;Bulgarian Split Squats;Spider Curl,5
1,0,1,1,1,1,Pec Deck;Cable Curl;Deadlift;Push-Ups;Standing Overhead Press;Upright Row,4
0,1,0,0,0,1,Pin Press Squat;Russian Twist;Romanian Deadlift;Hamstring Curls;Plank;Standing Overhead Press,11
0,1,1,0,1,0,Box Squat;Pec Deck;Rear Delt Flies;Barbell Bench Press;Romanian Deadlift;Squat,9
0,1,0,1,0,0,High Bar Squat;Lat Raises;Shoulder Machine Press;Cable Curl;Hamstring Curls;Leg Extensions,12
0,0,0,1,0,1,Hammer Curl;Weighted Dips;Tricep Extension;Hip Thrust;Pull-Ups;Cable Curl,10
0,1,0,1,1,1,Pin Press Squat;Tricep Extension;Dumbbell Row;Plank;Russian Twist;Dumbbell Curl,14
1,1,0,1,0,1,Lunges;Shoulder Dumbbell Press;Pull-Ups;Hamstring Curls;High Bar Squat;Push-Ups,6
1,0,0,1,0,1,Tricep Extension;Standing Overhead Press;Dumbbell Curl;Hip Thrust;Single Arm Tricep Extensions;Plank,5
1,0,1,1,0,1,Machine Chest Press;Barbell Curl;Pull-Ups;Dumbbell Flat Press;Plank;Push-Ups,4
0,1,0,1,1,1,Leg Extensions;Barbell Curl;Lat Pull Overs;Push-Ups;Dumbbell Row;T-Bar Row,10
0,1,1,1,0,0,High Bar Squat;Dumbbell Flat Press;Machine Curl;Machine Chest Press;Chest Flies (DB or Cable);Front Raises,8
0,1,1,0,0,1,Hip Adductors;Chest Flies (DB or Cable);Plank;Dumbbell Flat Press;Pec Deck;Push-Ups,11
1,0,1,1,0,1,Bench Press;Overhead Tricep Extensions;Push-Ups;Pull-Ups;Weighted Dips;Tricep Extension,4
0,0,0,1,1,1,Cable Curl;T-Bar Row;Standing Overhead Press;Hip Thrust;Upright Row;Pull-Ups,14
1,1,1,0,1,0,Romanian Deadlift;Machine Chest Press;Lat Pull Downs;Box Squat;Pin Press Squat;Bench Press,6
1,0,1,0,1,1,Chest Flies (DB or Cable);Upright Row;Push-Ups;Dumbbell Flat Press;Machine Chest Press;Pull-Ups,4
1,0,0,0,1,0,Barbell Row;Upright Row;Sumo Deadlift;Dumbbell Row;Rear Delt Flies;T-Bar Row,6
0,0,1,0,1,0,Dumbbell Incline Press;Lat Pull Overs;Dumbbell Row;Bench Press;Pec Deck;Dumbbell Flat Press,8
1,1,1,1,1,1,Leg Press;Cable Chest Press;Single Arm Tricep Extensions;Rear Delt Flies;Standing Overhead Press;Squat,5
1,0,1,1,0,1,Pec Deck;Dumbbell Curl;Hip Thrust;Push-Ups;Tricep Pushdowns;Pull-Ups,5
1,1,1,0,1,0,Pin Press Squat;Bench Press;Rear Delt Flies;Pec Deck;Dumbbell Row;Hip Abductors,4
1,0,0,1,0,1,Shoulder Machine Press;Standing Overhead Press;Front Raises;Hammer Curl;Push-Ups;Weighted Dips,4
1,0,1,1,1,1,Barbell Bench Incline Press;Spider Curl;Cable Row;Russian Twist;Hammer Curl;Shoulder Barbell Press,4
1,0,1,1,1,0,Dumbbell Flat Press;Single Arm Tricep Extensions;Dumbbell Row;Cable Chest Press;Barbell Row;Barbell Bench Press,6
1,0,1,1,0,0,Barbell Bench Press;Tricep Pushdowns;Dumbbell Curl;Cable Curl;Bench Press;Skull Crushers,4
0,0,1,0,1,0,Bench Press;Barbell Row;Deadlift;Dumbbell Row;Sumo Deadlift;Pec Deck,9
1,0,0,1,0,0,Lat Raises;Shoulder Machine Press;Skull Crushers;Overhead Tricep Press;Spider Curl;Cable Curl,6
0,0,0,1,1,1,Single Arm Tricep Extensions;Deadlift;Plank;Hip Thrust;Sumo Deadlift;Skull Crushers,9
1,1,1,1,1,0,Leg Press;Cable Chest Press;Machine Curl;Dumbbell Row;Overhead Tricep Extensions;Rear Delt Flies,5
0,1,1,1,1,0,Romanian Deadlift;Bench Press;Machine Curl;Dumbbell Row;Chest Flies (DB or Cable);Spider Curl,11
0,0,1,1,0,1,Barbell Bench Incline Press;Barbell Curl;Weighted Dips;Hammer Curl;Machine Chest Press;Hip Thrust,13
1,1,0,1,1,0,High Bar Squat;Skull Crushers;T-Bar Row;Lat Pull Overs;Tricep Extension;Shoulder Machine Press,6
1,0,1,1,1,0,Bench Press;Spider Curl;Upright Row;Shoulder Barbell Press;Overhead Tricep Extensions;Lat Pull Downs,5
0,0,1,0,1,0,Chest Flies (DB or Cable);Lat Pull Downs;Dumbbell Incline Press;Barbell Bench Incline Press;Barbell Bench Press;Rear Delt Flies,14
1,1,1,0,1,1,Pin Press Squat;Bench Press;Sumo Deadlift;Weighted Dips;Standing Overhead Press;Dumbbell Incline Press,4
1,1,1,0,0,0,Low Bar Squat;Dumbbell Flat Press;Bench Press;Hip Adductors;Squat;Hamstring Curls,4
0,1,1,1,1,1,Leg Press;Bench Press;Cable Curl;T-Bar Row;Weighted Dips;Cable Row,10
0,1,1,0,1,0,Box Squat;Chest Flies (DB or Cable);Lat Pull Overs;Lunges;Pec Deck;Romanian Deadlift,9
0,1,0,0,1,0,Pin Press Squat;Cable Row;T-Bar Row;Lat Pull Overs;Deadlift;Leg Press,9
0,0,0,0,1,0,Deadlift;Dumbbell Row;Rear Delt Flies;T-Bar Row;Upright Row;Barbell Row,13
0,1,1,0,0,0,Hip Abductors;Barbell Bench Press;Cable Chest Press;Dumbbell Flat Press;Romanian Deadlift;Bench Press,14
1,1,0,0,1,0,Hamstring Curls;Upright Row;Barbell Row;Leg Extensions;Rear Delt Flies;High Bar Squat,6
0,1,1,1,0,1,Hip Adductors;Bench Press;Lat Raises;Push-Ups;Dumbbell Curl;Dumbbell Incline Press,9
1,1,1,0,1,0,Lunges;Cable Chest Press;Barbell Row;Pin Press Squat;Dumbbell Row;Calf Raise,6
1,1,0,1,1,1,Leg Extensions;Shoulder Barbell Press;Barbell Row;Standing Overhead Press;High Bar Squat;Pull-Ups,4
0,0,0,0,1,1,Rear Delt Flies;Push-Ups;Russian Twist;Barbell Row;Lat Pull Overs;Weighted Dips,11
1,0,0,1,0,1,Lat Raises;Hip Thrust;Push-Ups;Plank;Tricep Extension;Shoulder Machine Press,4
0,0,1,0,1,1,Dumbbell Incline Press;Upright Row;Pull-Ups;Weighted Dips;Standing Overhead Press;Cable Row,14
1,1,1,0,1,0,Bulgarian Split Squats;Barbell Bench Incline Press;Barbell Row;Low Bar Squat;Pec Deck;Rear Delt Flies,5
1,0,1,1,1,0,Barbell Bench Press;Lat Raises;Barbell Row;Machine Chest Press;Spider Curl;Shoulder Machine Press,6
0,1,0,1,0,1,Leg Extensions;Shoulder Dumbbell Press;Plank;Lunges;Romanian Deadlift;Shoulder Machine Press,9
0,1,0,0,1,1,Pin Press Squat;Barbell Row;Weighted Dips;Standing Overhead Press;Hamstring Curls;Pull-Ups,14
0,1,0,1,0,1,Leg Extensions;Spider Curl;Hip Thrust;Lat Raises;Push-Ups;Bulgarian Split Squats,14
0,1,1,1,0,1,Hip Adductors;Dumbbell Incline Press;Dumbbell Curl;Plank;Chest Flies (DB or Cable);Pin Press Squat,12
0,0,0,1,1,0,Lat Raises;Rear Delt Flies;Spider Curl;Barbell Curl;Dumbbell Row;Sumo Deadlift,13
1,0,0,1,0,1,Tricep Pushdowns;Russian Twist;Hip Thrust;Overhead Tricep Extensions;Cable Curl;Overhead Tricep Press,5
1,0,0,0,1,1,Upright Row;Standing Overhead Press;T-Bar Row;Dumbbell Row;Push-Ups;Hip Thrust,4
0,1,1,1,0,0,Hip Adductors;Dumbbell Incline Press;Shoulder Machine Press;Tricep Extension;High Bar Squat;Tricep Pushdowns,9
0,0,0,1,0,0,Shoulder Machine Press;Spider Curl;Single Arm Tricep Extensions;Skull Crushers;Shoulder Barbell Press;Machine Curl,9
1,1,1,0,1,0,Squat;Bench Press;Sumo Deadlift;Machine Chest Press;Leg Extensions;High Bar Squat,5
1,0,1,0,0,0,Barbell Bench Incline Press;Dumbbell Incline Press;Chest Flies (DB or Cable);Cable Chest Press;Barbell Bench Press;Bench Press,4
1,0,1,1,0,1,Bench Press;Shoulder Machine Press;Plank;Tricep Pushdowns;Weighted Dips;Machine Chest Press,6
1,0,0,1,1,1,Front Raises;Rear Delt Flies;Pull-Ups;Dumbbell Row;Weighted Dips;Dumbbell Curl,6
0,1,1,0,0,0,High Bar Squat;Dumbbell Incline Press;Cable Chest Press;Bulgarian Split Squats;Dumbbell Flat Press;Low Bar Squat,13
1,0,1,1,1,0,Dumbbell Incline Press;Hammer Curl;Cable Row;Upright Row;Dumbbell Flat Press;Deadlift,6
1,1,0,0,1,1,Hip Adductors;Deadlift;Plank;Calf Raise;Barbell Row;T-Bar Row,4
0,1,0,0,1,0,Bulgarian Split Squats;Lat Pull Downs;Box Squat;Deadlift;Romanian Deadlift;Dumbbell Row,9
1,0,1,1,0,1,Dumbbell Flat Press;Machine Curl;Standing Overhead Press;Dumbbell Curl;Pull-Ups;Bench Press,5
1,0,0,0,1,1,Lat Pull Downs;Russian Twist;Cable Row;Weighted Dips;T-Bar Row;Sumo Deadlift,4
1,0,1,0,0,0,Bench Press;Chest Flies (DB or Cable);Barbell Bench Press;Dumbbell Incline Press;Pec Deck;Machine Chest Press,4
1,1,1,0,0,1,Leg Press;Chest Flies (DB or Cable);Standing Overhead Press;Pec Deck;Low Bar Squat;Weighted Dips,6
1,1,0,1,1,1,Leg Press;Single Arm Tricep Extensions;Sumo Deadlift;Plank;Lat Pull Downs;Russian Twist,6
0,1,1,1,0,1,Lunges;Cable Chest Press;Overhead Tricep Extensions;Plank;Bench Press;High Bar Squat,12
0,0,0,0,1,1,Lat Pull Downs;Push-Ups;Weighted Dips;Hip Thrust;Dumbbell Row;Rear Delt Flies,11
1,1,0,1,1,1,Box Squat;Single Arm Tricep Extensions;Lat Pull Downs;Pull-Ups;Romanian Deadlift;Leg Extensions,5
